Depth[m],Vs[m/sec],Vp[m/sec]
-0,174.95786,408.5324
-1,174.95786,408.5324
-2,228.4776,504.8306
-3,282.4596,639.4618
-4,329.8082,728.3024
-5,348.7084,781.0422
-6,367.821,823.1782
-7,398.8638,861.613
-8,440.0528,898.209
-9,486.139,941.3516
-10,543.1854,987.4806
-11,583.067,1030.8594
-12,619.039,1077.9218
-13,651.3314,1124.2322
-14,674.675,1165.5672
-15,697.318,1210.171
-16,717.0994,1268.9054
-17,740.3052,1314.2372
-18,768.6066,1376.7628
-19,790.8144,1440.0426
-20,809.5434,1498.9486
-21,830.6678,1557.5406
-22,851.4446,1616.3398
-23,868.238,1669.758
-24,889.5774,1718.8488
-25,907.882,1767.5528
-26,926.8356,1826.131
-27,949.074,1895.5306
-28,971.8462,1949.8504
-29,995.721,2029.6344
-30,1023.6606,2111.895
-35,1061.5286,2211.4932
-45,1133.7512,2581.018
