Depth[m],Vs[m/sec],Vp[m/sec]
-0,166.22278,399.341
-1,166.22278,399.341
-2,246.2042,505.607
-3,333.9812,560.6982
-4,340.308,584.6172
-5,345.0586,618.6154
-6,349.2484,666.1466
-7,354.3856,732.8766
-8,359.6038,780.7336
-9,367.3004,830.5776
-10,379.667,875.6074
-11,404.8156,927.2644
-12,432.588,981.5074
-13,466.6204,1037.5872
-14,511.6916,1121.1488
-15,553.6646,1192.9464
-16,592.4352,1251.8964
-17,628.1332,1315.6058
-18,672.6776,1374.4494
-19,698.509,1432.9322
-20,723.9564,1491.385
-21,747.865,1554.0086
-22,775.0642,1657.3364
-23,800.9246,1751.155
-24,834.3868,1831.6732
-25,868.1572,1927.3828
-26,906.0972,2013.5414
-27,944.3136,2108.5482
-28,994.901,2176.8936
-29,1051.8628,2250.2386
-30,1100.169,2387.618
-35,1164.4226,2667.548
-45,1473.9936,2934.884
