Depth[m],Vs[m/sec],Vp[m/sec]
-0,146.88916,521.6052
-1,146.88916,521.6052
-2,285.064,590.391
-3,290.6946,642.8676
-4,339.6804,671.3226
-5,413.0748,691.6852
-6,424.1158,707.1908
-7,433.9062,721.3738
-8,440.0546,734.7316
-9,446.2752,749.1504
-10,452.8676,764.493
-11,459.1818,779.503
-12,464.8356,793.377
-13,469.9308,807.1912
-14,475.548,822.117
-15,483.0352,843.3444
-16,489.187,869.1784
-17,496.419,894.3708
-18,502.1354,919.9842
-19,508.2002,955.1232
-20,516.9208,1026.9692
-21,524.113,1317.336
-22,531.2198,1415.6256
-23,540.9276,1475.7632
-24,549.8958,1545.5732
-25,558.6142,1627.2648
-26,568.3164,1725.2262
-27,577.564,1818.3286
-28,589.6512,1980.4434
-29,600.8606,2113.416
-30,616.06,2237.2366
-35,632.6484,2565.584
-40,655.0518,2900.804
-50,702.9794,3458.706
