Depth[m],Vs[m/sec],Vp[m/sec]
-0,159.62086,386.5058
-1,159.62086,386.5058
-2,208.292,421.4622
-3,242.2912,440.926
-4,256.9356,461.2464
-5,271.8668,479.4464
-6,283.1162,498.1042
-7,295.4826,517.805
-8,306.392,532.103
-9,318.6388,547.6566
-10,327.8622,564.886
-11,335.3174,581.8998
-12,342.3024,598.517
-13,349.6296,622.1592
-14,354.2016,645.8462
-15,359.702,666.4634
-16,364.2894,688.2084
-17,369.4512,717.015
-18,373.5508,740.0046
-19,377.5474,767.5816
-20,380.608,798.4856
-21,383.8046,830.1706
-22,387.5786,883.5598
-23,391.7636,952.4822
-24,396.2356,1043.4334
-25,400.5968,1138.77
-26,405.285,1250.0608
-27,409.6518,1334.9108
-28,413.7196,1385.7492
-29,419.0182,1442.5544
-30,425.4324,1502.5288
-35,431.6102,1571.2456
-40,438.403,1667.2026
-45,447.5304,1787.999
-50,462.2216,1898.017
-55,481.805,2089.9174
-65,517.3194,2970.308
