Depth[m],Vs[m/sec],Vp[m/sec]
-0,199.57244,320.1714
-1,199.57244,320.1714
-2,512.0856,874.4362
-3,515.1766,1345.3042
-4,517.5246,1361.4972
-5,520.7424,1670.1776
-6,531.733,1743.8714
-7,742.929,1788.2014
-8,905.3616,1884.462
-9,1092.4646,1955.0968
-10,1102.3086,2059.7168
-11,1205.7856,2078.4506
-12,1253.059,2111.35
-13,1301.0402,2242.67
-14,1355.6708,2290.828
-15,1423.7688,2337.136
-16,1439.309,2359.314
-17,1463.3878,2374.982
-18,1471.0964,2386.504
-19,1476.7994,2403.268
-20,1488.4978,2432.214
-21,1506.3754,2475.606
-22,1517.5176,2584.788
-23,1531.2924,2891.578
-24,1566.587,3031.248
-25,1716.0732,3077.496
-26,1800.9048,3344.91
-27,2128.736,3595.554
-28,2166.634,3653.422
-29,2187.414,3697.034
-30,2214.084,3751.398
-35,2240.67,3803.956
-40,2277.314,3870.264
-45,2329.222,4038.998
-55,2435.048,4120.418
