Depth[m],Vs[m/sec],Vp[m/sec]
-0,172.89618,453.8938
-1,172.89618,453.8938
-2,245.3412,474.1102
-3,286.0632,493.6864
-4,295.6062,513.5076
-5,302.3516,532.383
-6,307.8698,544.2046
-7,316.5098,556.7728
-8,324.0276,570.819
-9,332.8946,581.7464
-10,343.2766,594.0916
-11,352.4632,607.2496
-12,361.6254,618.601
-13,368.9516,633.9234
-14,376.8422,649.6808
-15,385.4628,666.8036
-16,394.9034,689.6226
-17,402.8038,712.3668
-18,409.6452,739.4598
-19,416.9466,769.0084
-20,424.4552,822.9012
-21,432.1538,925.0558
-22,440.611,1064.9036
-23,447.0468,1122.8188
-24,453.6128,1162.483
-25,460.1986,1205.8272
-26,466.7848,1246.765
-27,473.387,1290.4762
-28,481.936,1337.971
-29,491.117,1395.458
-30,498.7352,1449.6472
-35,506.5532,1539.7796
-40,515.4538,1627.9078
-45,525.9622,1731.9426
-50,538.0982,1842.3764
-55,555.2238,2037.4986
-65,588.7872,2551.952
