Depth[m],Vs[m/sec],Vp[m/sec]
-0,226.628,649.8488
-1,226.628,649.8488
-2,259.7184,696.9676
-3,431.0294,718.4264
-4,439.6334,729.2978
-5,444.6918,738.98
-6,448.668,748.1912
-7,451.8638,758.0438
-8,454.8928,768.7778
-9,457.1954,779.6128
-10,459.4882,787.6222
-11,461.664,798.258
-12,463.6984,809.8966
-13,465.385,822.1598
-14,468.1646,838.0082
-15,470.37,856.3818
-16,473.0622,876.786
-17,475.0896,899.9916
-18,476.8124,929.6668
-19,479.1526,953.092
-20,481.4648,973.826
-21,484.148,997.345
-22,488.34,1023.109
-23,491.6538,1050.5092
-24,495.239,1082.0602
-25,498.0338,1120.6676
-26,500.8254,1178.216
-27,505.8414,1242.1836
-28,512.1532,1313.4732
-29,519.452,1396.3214
-30,528.1648,1505.3354
-40,547.2316,1815.9678
