Depth[m],Vs[m/sec],Vp[m/sec]
-0,145.15698,412.7376
-1,145.15698,412.7376
-2,209.92106,448.0058
-3,225.4426,488.964
-4,246.1208,521.5026
-5,305.0328,538.8814
-6,322.5108,563.728
-7,336.0858,582.206
-8,347.9346,602.7188
-9,357.4586,621.33
-10,369.7192,644.2914
-11,379.5772,663.068
-12,389.1242,683.7622
-13,399.5472,702.4128
-14,407.2258,724.9126
-15,413.9784,740.7252
-16,419.766,758.5824
-17,425.3656,779.1294
-18,430.2404,802.1994
-19,435.438,819.4
-20,439.3964,837.3578
-21,444.6424,854.2594
-22,448.2316,873.7824
-23,454.0638,894.9276
-24,458.3258,915.3022
-25,463.2902,939.515
-26,467.6278,964.4376
-27,473.0542,994.0392
-28,478.1544,1023.2678
-29,484.945,1049.7924
-30,489.7944,1080.517
-35,495.0166,1106.0596
-40,502.5018,1139.9886
-45,508.7568,1184.8104
-50,516.8846,1237.535
-55,524.138,1305.5622
-60,534.0306,1407.6972
-65,550.2758,1501.1738
-70,571.9842,1653.047
-80,604.308,2354.3472
