Depth[m],Vs[m/sec],Vp[m/sec]
-0,199.367,380.3026
-1,199.367,380.3026
-2,246.6934,437.6064
-3,284.168,501.1478
-4,294.4464,535.2308
-5,302.93,574.2912
-6,313.6074,635.4626
-7,329.5724,719.6766
-8,355.7008,785.2598
-9,386.564,835.2642
-10,417.9482,875.1004
-11,444.5068,917.8892
-12,469.0012,963.607600000001
-13,486.0092,1006.4618
-14,503.579,1061.2166
-15,519.5362,1135.5208
-16,536.4296,1201.9514
-17,553.3998,1267.0172
-18,570.6078,1320.4884
-19,594.1616,1364.189
-20,620.006,1415.2366
-21,645.5406,1474.0352
-22,668.5888,1524.8152
-23,705.0848,1584.4692
-24,738.1798,1649.135
-25,772.0316,1711.0572
-26,814.7126,1777.423
-27,858.911,1840.9152
-28,903.971,1913.557
-29,950.5078,2023.7214
-30,1013.2726,2127.4542
-35,1071.0156,2289.642
-40,1132.5542,2455.188
-50,1234.3928,2713.524
