Depth[m],Vs[m/sec],Vp[m/sec]
-0,246.1784,452.6664
-1,246.1784,452.6664
-2,261.5114,486.0124
-3,283.7608,523.956
-4,306.4776,577.97
-5,328.683,615.4862
-6,346.4432,656.909000000001
-7,369.2582,695.8126
-8,394.6648,736.372
-9,411.1728,773.5726
-10,428.5784,809.7168
-11,441.474,849.8602
-12,456.4348,889.574
-13,467.6888,931.6264
-14,479.0252,990.6226
-15,487.8626,1039.401
-16,496.6518,1100.7962
-17,504.3744,1150.8226
-18,512.944,1192.847
-19,523.2332,1248.883
-20,530.8096,1310.1012
-21,542.5528,1361.6976
-22,553.9282,1403.6748
-23,563.1396,1448.5368
-24,573.5562,1512.0822
-25,584.1984,1572.2036
-26,594.935,1631.3318
-27,607.1114,1711.8172
-28,620.996,1840.0954
-29,632.4584,1958.29
-30,651.8294,2164.6758
-40,685.4524,2752.202
