Depth[m],Vs[m/sec],Vp[m/sec]
-0,252.56,448.8198
-1,252.56,448.8198
-2,289.2962,485.3656
-3,294.6004,498.3326
-4,299.7268,516.0524
-5,304.3128,535.1818
-6,308.1716,558.0354
-7,313.771,579.6338
-8,319.7786,603.723
-9,328.0482,629.7828
-10,343.0562,658.3892
-11,356.4394,692.9228
-12,372.694,746.4514
-13,392.2104,824.9188
-14,408.499,880.6452
-15,420.4,944.2766
-16,432.7272,994.4622
-17,445.275,1028.8078
-18,455.4908,1067.697
-19,463.7414,1105.7484
-20,472.359,1158.0268
-21,480.3294,1205.4854
-22,489.2034,1258.6994
-23,500.1558,1324.9034
-24,511.4118,1375.0854
-25,521.612,1435.4704
-26,531.5198,1502.3108
-27,546.3966,1621.7452
-28,561.5814,1764.1758
-29,575.4856,2070.8766
-30,593.8366,2298.7752
-40,634.5472,2495.816
