Depth[m],Vs[m/sec],Vp[m/sec]
-0,193.67656,403.1068
-1,193.67656,403.1068
-2,247.7806,512.2284
-3,335.417,587.0702
-4,362.7902,698.318
-5,385.1286,762.8702
-6,410.4014,900.4432
-7,451.7146,1023.5974
-8,480.5724,1066.8574
-9,528.9218,1098.3
-10,563.153,1124.0592
-11,590.7944,1148.1584
-12,624.1944,1177.0834
-13,643.8262,1222.8062
-14,658.7632,1270.2654
-15,670.411,1322.3024
-16,679.7498,1362.3148
-17,690.3686,1398.1722
-18,701.6938,1432.8432
-19,712.2578,1468.4214
-20,723.5734,1506.6886
-21,737.6548,1543.6984
-22,752.1686,1577.2864
-23,772.0378,1632.0404
-24,793.2444,1691.4306
-25,814.9098,1754.194
-26,843.0676,1814.9024
-27,873.3746,1874.3838
-28,913.31,1958.3798
-29,948.1352,2066.7438
-30,997.7862,2209.7256
-35,1045.504,2318.588
-40,1112.7576,2439.66
-45,1201.1062,2637.028
-55,1653.321,2883.002
