Depth[m],Vs[m/sec],Vp[m/sec]
-0,152.51908,393.5438
-1,152.51908,393.5438
-2,202.43516,440.9846
-3,273.6568,481.4272
-4,288.124,514.8652
-5,302.0108,538.2454
-6,325.9402,567.6646
-7,341.8236,588.854
-8,355.876,616.532
-9,368.7316,645.8376
-10,380.4016,677.7836
-11,390.3202,715.3568
-12,400.1524,754.0664
-13,409.4766,795.0362
-14,417.7854,834.2404
-15,428.2788,878.4986
-16,436.577,924.817
-17,447.267,964.4602
-18,458.8494,1008.504
-19,468.925,1041.7668
-20,481.3698,1093.8118
-21,494.5704,1146.5648
-22,509.8814,1199.4712
-23,520.4894,1273.7224
-24,532.4188,1331.4016
-25,546.6856,1395.7316
-26,562.622,1446.2882
-27,577.7222,1507.5538
-28,592.9112,1563.39
-29,610.4042,1614.5352
-30,633.1286,1665.0258
-35,656.7282,1755.3192
-40,690.2554,1886.6706
-45,731.2968,2131.9964
-55,813.5234,2798.072
