Depth[m],Vs[m/sec],Vp[m/sec]
-0,203.51824,378.107
-1,203.51824,378.107
-2,230.745,395.7238
-3,274.5016,466.8972
-4,335.3062,584.807
-5,365.7374,620.412
-6,376.2964,656.5744
-7,384.7744,689.9574
-8,392.6152,784.2316
-9,398.269,852.4122
-10,402.8994,883.2668
-11,407.9264,915.0036
-12,412.9624,944.8012
-13,418.2538,982.502
-14,423.7244,1021.703
-15,431.2278,1058.8012
-16,439.231,1088.2208
-17,449.3906,1115.9532
-18,463.6506,1145.2054
-19,485.7168,1176.4982
-20,563.948,1211.0832
-21,619.047,1249.4106
-22,643.4884,1300.2356
-23,671.7024,1343.22
-24,699.7406,1406.7842
-25,745.588,1493.8836
-26,800.5674,1573.0534
-27,845.5432,1641.0154
-28,900.5604,1704.3934
-29,933.8436,1817.7698
-30,962.1032,1994.1152
-35,999.331,2183.9242
-40,1064.2102,2335.782
-45,1200.9112,2417.254
-50,1300.044,2499.466
-55,1387.5144,2589.716
-60,1471.079,2786.858
-70,1640.3322,2971.99
