Depth[m],Vs[m/sec],Vp[m/sec]
-0,208.20138,464.4086
-1,208.20138,464.4086
-2,232.713,538.8616
-3,303.4114,574.159
-4,338.796,596.4654
-5,359.042,619.7758
-6,369.0306,643.5642
-7,377.984,669.118
-8,383.937,700.2708
-9,390.2686,741.7012
-10,396.8656,797.0782
-11,402.3876,870.338
-12,408.6532,917.9332
-13,415.6058,974.8872
-14,423.772,1055.5388
-15,430.8058,1114.3852
-16,440.0464,1160.596
-17,450.611,1207.299
-18,462.4678,1265.678
-19,479.297,1342.2802
-20,506.7756,1404.1632
-21,536.0944,1445.2218
-22,568.3388,1472.0994
-23,590.5508,1498.9568
-24,610.4144,1535.3352
-25,627.1514,1573.3394
-26,643.1144,1607.3074
-27,661.4906,1642.9914
-28,686.7712,1683.3756
-29,715.246,1742.8134
-30,756.3362,1823.784
-35,823.5296,1949.9774
-40,872.2612,2057.9634
-45,935.9382,2181.5038
-50,1005.133,2289.1292
-55,1101.4334,2455.664
-65,1355.811,2667.774
