Depth[m],Vs[m/sec],Vp[m/sec]
-0,172.87166,298.1764
-1,172.87166,298.1764
-2,174.50434,307.9294
-3,282.723,1270.0966
-4,541.696,1350.1108
-5,569.1628,1379.931
-6,600.5948,1402.1892
-7,658.4014,1417.171
-8,706.697,1434.5902
-9,723.3392,1445.2316
-10,733.2456,1460.4488
-11,740.7212,1470.5548
-12,747.3952,1483.9022
-13,752.6672,1495.524
-14,756.4502,1509.1262
-15,760.319800000001,1519.9594
-16,764.5726,1530.5928
-17,768.5426,1544.7726
-18,770.9668,1560.9292
-19,776.5216,1576.3552
-20,779.1654,1598.6414
-21,786.378,1630.055
-22,791.1254,1664.2558
-23,794.905,1723.2292
-24,800.3058,1786.735
-25,806.7814,1831.1378
-26,814.390600000001,1872.8822
-27,822.7492,1939.3582
-28,831.7678,2048.57
-29,841.8328,2252.814
-30,855.2874,2391.888
-40,874.0214,3611.984
