Depth[m],Vs[m/sec],Vp[m/sec]
-0,240.0666,430.0622
-1,240.0666,430.0622
-2,285.821,511.158
-3,430.291,723.2794
-4,440.4336,812.2164
-5,508.735,984.6464
-6,524.1226,1097.1834
-7,552.6788,1176.0672
-8,586.8006,1217.8682
-9,665.9934,1244.1472
-10,718.9796,1284.9128
-11,815.3128,1387.5796
-12,834.849,1575.4028
-13,850.8372,1692.0152
-14,864.5896,1768.8908
-15,881.0426,1824.3582
-16,892.4788,1873.9048
-17,910.2368,1920.7562
-18,925.0226,1966.0436
-19,950.8996,2010.1246
-20,972.2674,2067.9754
-21,996.0938,2131.4316
-22,1030.4284,2236.55
-23,1062.3288,2292.928
-24,1105.9474,2366.198
-25,1140.6556,2450.85
-26,1173.3368,2514.208
-27,1202.9174,2583.032
-28,1238.968,2650.474
-29,1269.9652,2748.732
-30,1302.6972,2824.618
-35,1353.408,2909.656
-40,1419.244,3019.342
-45,1578.9932,3447.024
-50,1672.7048,3738.042
-55,1863.015,3980.018
-65,2506.766,5068.078
