Depth[m],Vs[m/sec],Vp[m/sec]
-0,357.4154,830.0328
-1,357.4154,830.0328
-2,366.1288,874.855
-3,427.6038,901.4076
-4,576.62,971.7496
-5,617.9918,1043.7054
-6,668.0874,1102.6958
-7,694.753,1141.2548
-8,704.14,1158.6952
-9,714.205200000001,1177.8214
-10,721.6532,1199.9914
-11,731.4618,1218.8638
-12,739.9704,1238.3184
-13,749.5504,1256.262
-14,756.846,1279.3992
-15,764.9124,1300.2188
-16,770.9212,1321.1118
-17,777.7382,1347.4796
-18,784.8948,1377.3832
-19,790.3634,1423.721
-20,796.3888,1484.052
-21,802.0174,1550.0058
-22,808.7602,1607.5946
-23,815.0192,1634.1782
-24,822.9206,1671.5784
-25,828.7466,1701.3232
-26,837.5076,1736.95
-27,847.462,1772.8336
-28,860.3634,1812.28
-29,882.7956,1851.5542
-30,939.6912,1900.0628
-35,999.369,1961.5278
-45,1039.7282,2411.428
