Depth[m],Vs[m/sec],Vp[m/sec]
-0,74.8647,357.5742
-1,74.8647,357.5742
-2,111.08688,402.3062
-3,119.05108,426.2042
-4,140.91564,441.31
-5,179.93638,460.6574
-6,184.3306,483.8144
-7,186.60528,504.0318
-8,188.80798,528.3394
-9,190.61434,560.9628
-10,192.04184,597.7646
-11,193.57084,642.6604
-12,195.30986,685.8834
-13,196.16544,754.0756
-14,197.8273,828.4
-15,199.376,903.8202
-16,200.57082,997.8458
-17,202.0599,1145.1402
-18,203.36596,1239.346
-19,205.28832,1314.1336
-20,207.35128,1378.811
-21,209.44954,1434.7636
-22,212.58038,1486.54
-23,216.52404,1531.9098
-24,221.13692,1606.2916
-25,225.9812,1670.7938
-26,232.5266,1754.5218
-27,241.007,1840.414
-28,249.172,1988.3434
-29,263.934,2220.6974
-30,292.2106,2486.532
-40,331.6164,2747.374
