Depth[m],Vs[m/sec],Vp[m/sec]
-0,332.2008,756.4742
-1,332.2008,756.4742
-2,401.6316,917.8016
-3,552.5484,1077.2096
-4,576.2998,1111.2342
-5,594.2908,1138.3546
-6,619.3222,1186.7988
-7,657.1542,1226.9714
-8,695.436,1253.9138
-9,723.1922,1286.9478
-10,735.754,1330.0166
-11,745.8602,1372.5678
-12,752.9858,1417.7474
-13,759.0434,1466.2898
-14,764.4204,1519.179
-15,769.0026,1561.5762
-16,773.4378,1615.8566
-17,778.4136,1690.7558
-18,783.0122,1759.5114
-19,788.7018,1822.398
-20,792.9982,1883.3234
-21,798.2522,2039.7934
-22,804.4528,2136.9598
-23,810.6122,2269.1752
-24,815.6872,2334.08
-25,821.8158,2399.856
-26,828.6484,2446.632
-27,834.5058,2501.364
-28,842.3234,2566.398
-29,850.8972,3245.124
-30,863.2442,3720.534
-40,885.6526,5155.686
