Depth[m],Vs[m/sec],Vp[m/sec]
-0,250.9806,616.227
-1,250.9806,616.227
-2,260.7252,645.3286
-3,303.8468,655.3126
-4,401.3574,662.3236
-5,405.8652,669.2684
-6,409.0162,675.8088
-7,411.5578,682.9392
-8,412.7618,690.0384
-9,414.3452,696.3946
-10,415.61,705.29
-11,417.1014,715.5452
-12,418.451,727.1728
-13,419.5002,740.6682
-14,420.731,760.7716
-15,422.3858,785.2284
-16,423.7868,818.0812
-17,424.8798,861.1724
-18,426.0848,897.5172
-19,427.7468,952.243200000001
-20,429.5948,1015.6198
-21,430.8416,1085.5106
-22,433.5974,1166.41
-23,436.9396,1255.5662
-24,438.771,1325.6296
-25,442.0714,1429.4566
-26,445.3444,1561.4728
-27,448.1724,1824.0592
-28,454.0398,2004.1118
-29,461.2402,2079.9228
-30,471.1018,2130.5598
-35,488.9322,2199.3094
-40,535.8242,2322.674
-50,647.3768,2498.74
