Depth[m],Vs[m/sec],Vp[m/sec]
-0,131.33812,305.7686
-1,131.33812,305.7686
-2,135.97828,464.274
-3,299.2092,768.627
-4,326.8132,824.499
-5,359.792,873.6878
-6,427.7242,902.5048
-7,493.4904,929.968
-8,540.6248,954.3932
-9,563.29,978.8254
-10,577.6032,1011.359
-11,591.9962,1046.3712
-12,602.713,1069.6042
-13,615.6874,1095.2474
-14,624.8624,1133.834
-15,633.8424,1163.5098
-16,644.2086,1203.4368
-17,652.8656,1240.1432
-18,661.885,1281.263
-19,673.2052,1324.2516
-20,685.433,1369.7718
-21,699.9128,1423.8964
-22,714.7046,1477.2712
-23,731.7632,1529.5576
-24,745.275999999999,1595.2322
-25,761.3734,1663.461
-26,780.9956,1715.9058
-27,800.969,1787.96
-28,827.061,1864.7672
-29,853.196,1949.8734
-30,885.0012,2076.8522
-35,932.7582,2258.7986
-45,992.583,2598.496
