Depth[m],Vs[m/sec],Vp[m/sec]
-0,307.527,640.0776
-1,307.527,640.0776
-2,323.4054,673.9276
-3,374.5774,738.2954
-4,427.7574,792.4912
-5,451.3464,827.1542
-6,477.0922,874.5746
-7,532.253,925.0002
-8,558.7806,964.1586
-9,581.337,998.0206
-10,598.381,1025.3142
-11,611.7528,1050.9796
-12,621.7764,1074.3618
-13,629.9218,1102.0024
-14,635.4396,1141.8812
-15,642.3578,1175.6356
-16,648.5032,1213.3902
-17,652.659,1257.2248
-18,657.5922,1311.4806
-19,662.0774,1376.3642
-20,667.9568,1461.549
-21,673.4536,1516.909
-22,679.1806,1567.2964
-23,685.0116,1614.582
-24,689.8428,1667.6422
-25,696.1886,1719.9236
-26,702.9424,1778.1116
-27,710.9614,1893.9718
-28,720.2084,2024.3238
-29,729.8082,2176.6968
-30,744.0144,2432.333
-40,765.8592,2825.436
