Depth[m],Vs[m/sec],Vp[m/sec]
-0,184.53674,298.189
-1,184.53674,298.189
-2,347.5306,762.2734
-3,351.7448,1245.1366
-4,460.2464,1564.2358
-5,508.7298,1654.5758
-6,561.2702,1711.6406
-7,603.769,1763.4522
-8,663.709,1821.0894
-9,918.6342,1872.288
-10,937.7122,1904.4982
-11,962.432,1933.8462
-12,990.7716,1996.1564
-13,1024.9164,2046.3172
-14,1122.5124,2087.6824
-15,1164.6418,2137.844
-16,1185.0322,2173.19
-17,1217.5394,2196.388
-18,1239.63,2235.566
-19,1272.5958,2289.002
-20,1394.3336,2365.778
-21,1548.0542,2582.366
-22,1595.758,2740.63
-23,1630.4052,3034.988
-24,1658.8812,3163.82
-25,1688.307,3210.828
-26,1730.3216,3246.278
-27,1765.8284,3282.41
-28,1815.0322,3350.93
-29,1862.9288,3705.24
-30,1913.751,4231.194
-35,2376.026,4577.366
-40,2497.804,4702.036
-50,2557.586,4831.178
