Depth[m],Vs[m/sec],Vp[m/sec]
-0,162.79334,351.9336
-1,162.79334,351.9336
-2,178.41204,392.23
-3,224.0104,420.153
-4,231.4472,440.455
-5,236.9764,458.002
-6,239.9234,479.5958
-7,242.8772,502.732
-8,244.9794,523.9626
-9,248.408,552.6564
-10,250.4334,584.9514
-11,252.8674,612.7176
-12,254.949,647.8752
-13,257.047,698.9258
-14,259.2972,738.252
-15,260.6788,783.2132
-16,263.0922,839.06
-17,265.781,913.697
-18,268.0572,971.148800000001
-19,270.5166,1014.1866
-20,273.114,1077.5564
-21,276.4006,1133.3734
-22,280.4432,1194.656
-23,283.7862,1247.4114
-24,287.23,1283.6624
-25,290.829,1356.6914
-26,295.7928,1431.7498
-27,302.157,1506.5394
-28,307.5398,1563.8098
-29,316.1012,1648.634
-30,325.2754,1764.8012
-35,338.2118,1865.3218
-45,359.305,2096.7414
