Depth[m],Vs[m/sec],Vp[m/sec]
-0,177.96996,396.7738
-1,177.96996,396.7738
-2,203.04688,439.071
-3,219.90928,509.7272
-4,297.0114,572.9248
-5,335.7272,617.1804
-6,363.5494,652.8468
-7,386.3512,695.6024
-8,410.1386,740.011
-9,433.2538,792.1512
-10,452.6676,835.0466
-11,477.876,875.5094
-12,500.956,925.1546
-13,518.5806,967.0228
-14,535.9588,1009.9298
-15,554.2536,1052.4426
-16,573.5236,1103.5644
-17,590.1968,1154.4336
-18,608.8306,1203.559
-19,629.889,1260.031
-20,649.1664,1313.6782
-21,669.1742,1369.2618
-22,690.5468,1424.8324
-23,708.9458,1481.2216
-24,730.6884,1539.7336
-25,752.7882,1584.5888
-26,772.5696,1648.595
-27,795.166,1733.6822
-28,821.0562,1798.2322
-29,846.6732,1871.4068
-30,878.9784,2006.3548
-35,916.7522,2208.6736
-45,995.5152,2672.5
