Depth[m],Vs[m/sec],Vp[m/sec]
-0,165.40234,408.9798
-1,165.40234,408.9798
-2,219.3442,456.6294
-3,258.4954,523.3962
-4,309.7624,569.203
-5,337.9374,606.1048
-6,360.5764,637.4058
-7,380.1558,665.2086
-8,392.9804,691.1224
-9,404.0544,713.4206
-10,416.2528,739.2036
-11,428.6494,768.733
-12,438.974,791.74
-13,448.7498,821.034
-14,460.078,847.622799999999
-15,470.1344,877.8156
-16,479.3578,905.4404
-17,488.0242,942.8858
-18,495.4718,985.5498
-19,507.5928,1033.3634
-20,514.6008,1084.854
-21,523.71,1137.081
-22,533.5348,1198.3482
-23,543.7934,1264.9694
-24,550.128,1319.6834
-25,559.1368,1362.1382
-26,568.941,1409.3022
-27,581.2396,1469.8548
-28,594.6928,1529.1452
-29,605.868,1615.298
-30,619.746,1704.78
-35,635.835,1821.8902
-45,669.3144,2184.5532
