Depth[m],Vs[m/sec],Vp[m/sec]
-0,236.5334,398.184
-1,236.5334,398.184
-2,243.8698,410.9804
-3,247.8462,422.7028
-4,251.4678,437.0732
-5,255.4758,453.6818
-6,261.3216,472.8156
-7,266.334,488.145
-8,273.9756,509.716
-9,284.6654,532.7996
-10,297.2752,551.9988
-11,312.474,575.3308
-12,327.5362,605.346
-13,341.9584,628.7006
-14,353.593,657.4404
-15,362.0308,692.283
-16,371.01,733.812
-17,378.5974,813.8322
-18,384.3552,889.0464
-19,390.8212,950.6332
-20,396.8386,997.9404
-21,402.8312,1043.5528
-22,408.5396,1091.512
-23,413.2764,1133.9324
-24,418.1252,1178.2212
-25,424.7334,1225.5062
-26,431.8948,1291.0528
-27,440.3958,1353.223
-28,448.6172,1432.1928
-29,456.0298,1562.7132
-30,466.1354,1775.2728
-35,479.6376,1967.6138
-45,499.5144,2215.4508
