Depth[m],Vs[m/sec],Vp[m/sec]
-0,275.671,485.4884
-1,275.671,485.4884
-2,321.5052,667.0254
-3,475.8914,896.758
-4,505.5702,1169.9874
-5,649.7788,1267.783
-6,679.8484,1306.145
-7,714.7154,1332.6632
-8,746.3768,1362.9154
-9,775.9096,1385.0204
-10,805.1154,1409.2274
-11,837.4942,1438.61
-12,858.5372,1462.5324
-13,874.8758,1487.835
-14,888.4058,1516.331
-15,903.3236,1550.3002
-16,917.9676,1594.6584
-17,928.8632,1633.7602
-18,939.9902,1667.5362
-19,952.121,1696.9098
-20,964.5834,1726.865
-21,976.1716,1763.531
-22,989.4248,1805.6354
-23,1002.7226,1846.5668
-24,1016.27,1901.1088
-25,1028.8282,1945.5372
-26,1042.3808,1976.6494
-27,1057.2472,2025.2838
-28,1076.0214,2080.0978
-29,1101.6648,2197.6634
-30,1142.9004,2290.6636
-40,1188.8422,2478.776
