Depth[m],Vs[m/sec],Vp[m/sec]
-0,132.99728,333.666
-1,132.99728,333.666
-2,144.47004,389.0352
-3,287.2792,523.849
-4,310.558,547.845
-5,326.1802,571.5404
-6,336.266,596.3912
-7,344.7054,622.4564
-8,351.6716,646.769
-9,356.488,676.7964
-10,362.199,715.6376
-11,367.4324,755.9318
-12,372.971,810.972
-13,377.813,864.0144
-14,382.9796,949.4566
-15,388.6446,1069.9184
-16,394.859,1158.9084
-17,401.6848,1236.5904
-18,406.9854,1300.678
-19,413.3682,1374.977
-20,419.28,1441.3636
-21,424.8582,1498.7256
-22,429.0754,1550.1846
-23,435.1682,1598.5118
-24,440.4854,1645.1092
-25,445.86,1689.696
-26,453.4788,1744.8736
-27,459.885,1803.7988
-28,468.7058,1867.9694
-29,477.4302,1934.6186
-30,489.1896,2002.0018
-35,500.3676,2108.0388
-45,529.1168,2259.8306
