Depth[m],Vs[m/sec],Vp[m/sec]
-0,173.17808,304.876
-1,173.17808,304.876
-2,183.34972,322.4024
-3,202.25778,344.4148
-4,209.69852,358.915
-5,215.2654,375.266
-6,220.2672,388.4958
-7,225.9322,406.9424
-8,231.6196,425.595
-9,239.8012,452.6878
-10,247.2196,488.7536
-11,256.8804,524.2042
-12,268.514,566.5054
-13,281.1394,601.0004
-14,292.7322,639.668
-15,305.8454,678.4512
-16,320.8078,718.7644
-17,331.5372,749.7048
-18,342.2536,779.3932
-19,353.1598,828.5352
-20,360.7972,878.9592
-21,368.9296,954.2928
-22,377.8364,1085.5552
-23,385.7152,1152.1478
-24,392.9578,1214.398
-25,400.5562,1267.7158
-26,409.1214,1310.6226
-27,416.5954,1370.1952
-28,425.4876,1432.1412
-29,432.9282,1485.8636
-30,442.2084,1583.8382
-35,453.1626,1676.148
-40,463.7636,1751.8418
-45,476.822,1825.1954
-50,493.0338,1934.2962
-55,517.1764,2136.9508
-65,561.3662,2391.044
