Depth[m],Vs[m/sec],Vp[m/sec]
-0,435.8802,725.7036
-1,435.8802,725.7036
-2,450.6114,980.2374
-3,553.751,1073.3178
-4,777.4498,1289.254
-5,878.826,1463.9138
-6,958.205,1808.3328
-7,970.260400000001,1834.6554
-8,992.4744,1854.3928
-9,1109.7432,1873.0122
-10,1130.4882,1901.8182
-11,1143.8016,1925.2278
-12,1158.2324,1954.0524
-13,1173.0308,2005.9102
-14,1183.8122,2063.7128
-15,1197.405,2110.8738
-16,1207.1412,2156.671
-17,1218.4026,2201.97
-18,1228.327,2244.698
-19,1240.5674,2347.96
-20,1250.9916,2988.184
-21,1266.2246,3156.654
-22,1283.1488,3240.744
-23,1302.212,3274.952
-24,1324.5998,3320.144
-25,1353.863,3361.682
-26,1378.992,3429.32
-27,1393.834,3505.926
-28,1416.7898,3674.95
-29,1439.7916,3765.296
-30,1468.226,3876.816
-40,1501.8882,4050.256
