Depth[m],Vs[m/sec],Vp[m/sec]
-0,171.3686,399.2104
-1,171.3686,399.2104
-2,247.9382,432.515
-3,261.4002,448.7358
-4,270.745,459.5812
-5,280.3706,470.0686
-6,287.2522,482.2682
-7,291.7448,493.8058
-8,297.4598,506.8682
-9,301.2964,524.6102
-10,305.6746,543.0698
-11,309.8018,565.1326
-12,313.3908,596.7252
-13,317.7298,645.4672
-14,322.0888,688.548
-15,326.5086,748.958
-16,331.0992,843.3512
-17,335.9938,982.3778
-18,343.2924,1065.8384
-19,351.2548,1175.7344
-20,357.9216,1255.1892
-21,369.2996,1328.5098
-22,381.921,1388.4274
-23,399.0052,1447.2092
-24,417.9712,1512.8766
-25,435.0432,1601.7266
-26,457.5644,1670.7742
-27,477.2642,1795.2
-28,498.7558,1932.0226
-29,526.6724,2145.3756
-30,565.3092,2505.956
-35,631.5894,2726.434
-45,733.5208,4355.492
