Depth[m],Vs[m/sec],Vp[m/sec]
-0,208.12154,343.2772
-1,208.12154,343.2772
-2,243.6308,452.6072
-3,350.1538,1112.1428
-4,436.4974,1246.2356
-5,458.9918,1342.224
-6,582.785,1377.7646
-7,713.078600000001,1423.9946
-8,738.7014,1581.2746
-9,759.955,1654.6544
-10,787.1728,1730.2176
-11,830.1388,1780.9606
-12,933.285,1810.209
-13,985.7954,1831.3372
-14,1040.2248,1849.8294
-15,1065.256,1865.154
-16,1108.6292,1887.502
-17,1129.8388,1908.9634
-18,1159.0732,1935.7982
-19,1174.1138,1958.037
-20,1187.5678,1976.922
-21,1196.7466,1999.7912
-22,1206.1756,2025.814
-23,1216.449,2050.4136
-24,1229.308,2092.5478
-25,1249.0282,2134.162
-26,1272.3398,2192.688
-27,1291.6162,2258.85
-28,1316.8052,2307
-29,1360.4308,2389.668
-30,1430.4726,2514.604
-35,1523.3444,2759.356
-40,1595.3924,2924.088
-50,1758.1454,3096.928
