Depth[m],Vs[m/sec],Vp[m/sec]
-0,191.64556,385.9908
-1,191.64556,385.9908
-2,215.367,527.6256
-3,241.9326,593.3602
-4,283.572,621.0482
-5,332.2506,639.3816
-6,371.9146,653.4664
-7,383.4144,667.4002
-8,388.0496,682.3032
-9,391.248,694.9522
-10,394.0698,708.589
-11,396.448,721.7714
-12,399.1806,737.4052
-13,401.6452,763.4512
-14,403.6462,791.5606
-15,405.337,826.7272
-16,407.79,877.07
-17,409.215,925.0388
-18,410.4284,985.721
-19,411.9354,1065.5618
-20,414.0166,1169.1788
-21,416.641,1262.9994
-22,418.9458,1343.8998
-23,421.7586,1414.92
-24,424.4756,1466.153
-25,427.2882,1546.5772
-26,430.7926,1627.278
-27,434.2086,1722.2192
-28,439.3704,1857.3468
-29,445.6784,1998.3596
-30,453.1406,2224.5016
-40,466.1204,2619.376
