Depth[m],Vs[m/sec],Vp[m/sec]
-0,203.49342,333.8936
-1,203.49342,333.8936
-2,204.5412,336.5868
-3,205.0926,340.5974
-4,205.7684,344.7448
-5,206.6984,348.9766
-6,207.5706,354.345
-7,208.8404,362.3604
-8,210.1744,371.556
-9,211.278,382.9804
-10,212.9468,394.4552
-11,214.77,408.9912
-12,216.9666,428.3818
-13,220.0036,483.083
-14,222.0586,533.1006
-15,225.0466,571.0474
-16,228.4706,621.9994
-17,234.0628,759.2942
-18,238.7516,808.9932
-19,245.2406,840.909
-20,252.2094,867.9264
-21,257.9148,890.1144
-22,264.1212,907.8934
-23,270.2022,922.1826
-24,278.4224,942.8256
-25,291.327,963.297
-26,301.5866,991.7938
-27,315.2408,1032.8804
-28,327.686,1079.3486
-29,338.4594,1169.6626
-30,350.6502,1329.5932
-35,361.8124,1396.5584
-40,372.8422,1433.7044
-45,383.1932,1484.3186
-50,393.2644,1527.0466
-55,402.9976,1563.4162
-60,416.9458,1618.1592
-65,429.2832,1656.6664
-70,452.8326,1709.1086
-75,477.903,1776.2662
-80,507.105,1887.0592
-90,546.7972,2177.4078
