Depth[m],Vs[m/sec],Vp[m/sec]
-0,225.193,465.1044
-1,225.193,465.1044
-2,244.5898,496.5344
-3,285.2346,513.3024
-4,305.1598,527.3664
-5,317.429,543.4264
-6,325.9872,555.7388
-7,331.5564,569.3872
-8,336.4992,585.508
-9,340.0974,601.7944
-10,344.1196,619.6518
-11,346.6136,642.113
-12,349.4382,672.9724
-13,352.2416,703.265
-14,353.97,732.556
-15,356.6006,772.0608
-16,359.165,823.7988
-17,362.6916,939.877
-18,365.2124,1114.5878
-19,368.968,1220.4604
-20,372.3776,1458.5238
-21,376.1454,1561.8556
-22,379.7414,1648.7818
-23,383.9712,1726.9496
-24,388.0018,1810.43
-25,393.3208,1913.7748
-26,399.972,1999.6048
-27,405.1574,2078.6168
-28,412.9592,2155.1308
-29,423.283,2260.868
-30,438.6622,2480.102
-40,456.2996,3404.982
