Depth[m],Vs[m/sec],Vp[m/sec]
-0,183.124,339.209
-1,183.124,339.209
-2,211.03872,369.7788
-3,219.3588,384.0054
-4,226.8708,401.485
-5,233.221,417.5704
-6,239.9356,438.6262
-7,246.0474,454.9764
-8,252.1852,481.0418
-9,260.0946,505.2252
-10,268.3872,537.5878
-11,275.98,579.7676
-12,284.748,637.692
-13,296.6018,694.6504
-14,309.233,732.286
-15,320.5454,771.4854
-16,333.8616,802.4764
-17,348.0924,832.4802
-18,360.4758,870.865
-19,373.72,913.4094
-20,385.6068,959.3214
-21,394.8494,1013.2978
-22,405.4804,1077.3354
-23,414.6308,1147.823
-24,424.7544,1225.6206
-25,435.439,1319.9458
-26,444.9654,1392.9354
-27,456.623,1460.404
-28,467.5384,1551.6256
-29,481.1842,1683.239
-30,496.0078,1871.825
-35,517.0362,2053.5812
-45,553.8378,2339.3004
