Depth[m],Vs[m/sec],Vp[m/sec]
-0,210.4694,381.51
-1,210.4694,381.51
-2,249.4552,571.5766
-3,295.1428,718.5066
-4,331.7798,875.1126
-5,365.9344,935.3012
-6,432.6996,981.1926
-7,466.4924,1015.4054
-8,498.7462,1064.1778
-9,526.391,1118.5442
-10,551.566,1178.5702
-11,576.376,1244.6314
-12,608.2806,1326.6614
-13,638.822,1399.366
-14,660.0372,1468.9446
-15,686.3926,1522.6468
-16,712.8996,1571.5658
-17,745.312,1618.7756
-18,772.2942,1660.0474
-19,798.5592,1704.8722
-20,822.548,1751.4954
-21,848.7558,1789.637
-22,876.1132,1822.2056
-23,906.547,1861.6546
-24,943.551,1918.2708
-25,986.886000000001,1977.3922
-26,1048.0104,2065.362
-27,1107.6736,2140.6934
-28,1159.2568,2209.9636
-29,1214.8016,2327.204
-30,1272.8764,2563.004
-35,1361.639,2933.818
-45,1581.29,3542.692
