Depth[m],Vs[m/sec],Vp[m/sec]
-0,118.39322,313.2872
-1,118.39322,313.2872
-2,141.52186,348.9216
-3,178.8903,375.7882
-4,193.84174,395.983
-5,214.0962,420.2614
-6,241.4236,447.099
-7,273.1286,483.7798
-8,301.875,525.3698
-9,327.2946,561.6252
-10,346.0676,592.7218
-11,364.4678,628.2526
-12,380.8892,666.9906
-13,398.6748,711.1142
-14,416.412,793.9566
-15,434.2056,873.0034
-16,455.1034,950.2608
-17,471.25,1057.6636
-18,487.6232,1201.6036
-19,504.6224,1306.473
-20,519.3262,1382.9414
-21,536.499,1463.8896
-22,551.7614,1539.9048
-23,565.5112,1636.8152
-24,582.7482,1766.0936
-25,599.318,1848.8424
-26,617.356,1916.9268
-27,639.3108,1979.8768
-28,661.087,2062.1102
-29,684.9182,2161.2146
-30,725.4606,2306.812
-40,771.2768,2608.388
