Depth[m],Vs[m/sec],Vp[m/sec]
-0,213.02862,371.12
-1,213.02862,371.12
-2,271.7246,533.0464
-3,374.6524,797.5382
-4,460.3952,925.591
-5,482.6864,967.3012
-6,502.3514,1007.8514
-7,519.412,1038.3122
-8,541.472,1084.3588
-9,561.1128,1129.8176
-10,581.8628,1193.6658
-11,615.9182,1261.616
-12,659.3514,1311.115
-13,694.1384,1377.0044
-14,721.0404,1431.0376
-15,745.2208,1496.9478
-16,768.2598,1573.1574
-17,794.4326,1657.3926
-18,823.1388,1719.5586
-19,856.6006,1775.1562
-20,881.8012,1825.3814
-21,909.9654,1881.8534
-22,948.4594,1944.917
-23,988.537,2005.908
-24,1023.5274,2058.8532
-25,1059.1416,2114.606
-26,1101.2498,2188.6334
-27,1146.7026,2310.828
-28,1240.0968,2404.148
-29,1300.5542,2535.458
-30,1392.322,2691.756
-35,1582.4362,2883.81
-45,1725.3882,3118.86
