Depth[m],Vs[m/sec],Vp[m/sec]
-0,192.2812,398.014
-1,192.2812,398.014
-2,216.2756,480.353
-3,236.965,506.6478
-4,245.5586,533.5522
-5,252.6022,559.1584
-6,259.0416,583.3682
-7,263.9024,608.3402
-8,270.2104,641.3398
-9,278.725,676.4208
-10,284.5334,714.5196
-11,291.37,749.696599999999
-12,298.9366,789.5444
-13,306.2196,831.793
-14,312.3162,885.1214
-15,317.6726,920.606
-16,322.713,968.6458
-17,327.6066,1010.5978
-18,333.5176,1062.1932
-19,340.142,1100.7124
-20,345.768,1155.8526
-21,350.5802,1224.2612
-22,355.922,1279.1048
-23,361.7596,1339.3658
-24,367.4716,1394.6584
-25,375.2796,1459.8432
-26,383.2586,1536.804
-27,393.641,1641.4382
-28,401.3738,1754.1266
-29,411.6094,1921.9842
-30,428.2556,2062.0564
-40,452.7224,2267.4562
