Depth[m],Vs[m/sec],Vp[m/sec]
-0,133.65922,366.3392
-1,133.65922,366.3392
-2,143.15204,672.0876
-3,652.3342,1309.1882
-4,659.67,1324.078
-5,665.296,1337.388
-6,669.4004,1352.7792
-7,674.6068,1367.207
-8,680.8152,1377.1754
-9,684.8992,1388.2994
-10,689.8106,1404.695
-11,696.0744,1422.8264
-12,701.3832,1440.9296
-13,706.4666,1463.0304
-14,710.9686,1488.6804
-15,719.979,1529.7632
-16,725.6082,1572.5364
-17,733.1696,1623.432
-18,741.4568,1659.9562
-19,750.1402,1686.2172
-20,759.4392,1731.1432
-21,769.0266,1766.6536
-22,783.663,1806.002
-23,799.2526,1859.6346
-24,818.33,1899.8984
-25,843.7244,1946.1264
-26,887.1968,2011.0876
-27,930.216,2146.197
-28,979.5214,2242.266
-29,1046.7478,2339.032
-30,1096.1206,2427.064
-35,1136.76,2566.36
-45,1308.6612,2840.618
