Depth[m],Vs[m/sec],Vp[m/sec]
-0,163.7701,432.588
-1,163.7701,432.588
-2,184.07816,513.3572
-3,283.2634,579.3148
-4,313.5816,641.745
-5,346.5156,770.9886
-6,391.2964,847.8978
-7,430.9784,886.962
-8,489.2006,914.2724
-9,519.4852,941.8104
-10,548.9284,970.2382
-11,578.1984,997.4402
-12,601.5742,1025.2938
-13,622.2334,1050.6118
-14,635.8116,1073.219
-15,648.5246,1096.5116
-16,660.2742,1130.0654
-17,672.46,1158.8406
-18,684.995,1189.4668
-19,697.0858,1231.6656
-20,706.5548,1268.758
-21,719.489,1315.7522
-22,733.7484,1358.299
-23,745.0178,1405.2152
-24,759.7038,1445.9992
-25,779.1474,1503.4754
-26,796.2126,1565.877
-27,820.3996,1643.6804
-28,846.0178,1730.5162
-29,878.7316,1839.1436
-30,907.0612,1953.002
-35,940.9956,2057.1422
-40,1016.8648,2251.804
-50,1149.9086,2716.268
