Depth[m],Vs[m/sec],Vp[m/sec]
-0,483.549,899.6264
-1,483.549,899.6264
-2,498.748,925.9184
-3,559.725,947.2186
-4,597.2432,1001.575
-5,621.0022,1060.2776
-6,642.5538,1107.0762
-7,658.614,1153.408
-8,670.7032,1180.7618
-9,679.896999999999,1204.6578
-10,685.2084,1231.3582
-11,692.5308,1264.464
-12,699.241,1302.0848
-13,706.416,1351.9744
-14,715.1216,1762.035
-15,721.61,1831.2388
-16,728.597,1871.0422
-17,737.312,1916.6776
-18,748.4668,1959.0134
-19,757.2776,2019.7594
-20,765.0156,2064.8494
-21,777.11,2143.5328
-22,791.1962,2225.4956
-23,804.8674,2290.142
-24,823.1666,2345.734
-25,846.672,2425.346
-26,871.58,2521.45
-27,896.536,2638.246
-28,920.3098,2740.998
-29,947.6636,2854.792
-30,973.6932,2954.134
-40,1016.4244,3164.75
