Depth[m],Vs[m/sec],Vp[m/sec]
-0,147.68128,257.9778
-1,147.68128,257.9778
-2,150.3174,286.6294
-3,152.78668,386.2636
-4,155.19484,420.6394
-5,160.33618,463.2006
-6,170.48998,490.7808
-7,184.46112,512.349
-8,196.06532,529.1876
-9,202.1554,553.4612
-10,207.5729,578.3494
-11,212.58548,600.2942
-12,216.58548,619.5622
-13,220.4258,654.164
-14,224.333,691.4222
-15,227.1758,744.5088
-16,229.6844,832.2828
-17,232.0056,1000.0378
-18,233.9434,1097.1
-19,235.9822,1152.6884
-20,238.6902,1223.397
-21,241.75,1275.2276
-22,244.9706,1318.4778
-23,247.8976,1352.988
-24,250.9136,1392.4364
-25,254.3176,1433.1616
-26,259.5782,1466.8118
-27,264.6986,1501.0812
-28,268.1664,1535.8718
-29,273.9112,1565.9388
-30,278.4966,1606.6964
-35,285.174,1660.8206
-40,292.1826,1733.0794
-45,306.3094,1818.2542
-55,331.1734,1951.286
