Depth[m],Vs[m/sec],Vp[m/sec]
-0,191.86422,412.5556
-1,191.86422,412.5556
-2,251.6498,481.268
-3,286.7566,519.0422
-4,301.6074,546.88
-5,313.1508,562.5118
-6,325.5892,586.8936
-7,334.8048,605.9444
-8,344.123,626.1952
-9,352.1282,649.9366
-10,358.373,672.7214
-11,364.6616,699.3454
-12,370.7216,726.0452
-13,376.5728,760.0304
-14,382.0548,806.307399999999
-15,386.7362,845.2562
-16,391.463,896.3688
-17,397.1354,948.5148
-18,403.019,1007.3828
-19,409.7942,1055.9708
-20,414.8288,1101.286
-21,421.3586,1156.1622
-22,426.314,1237.9538
-23,432.6772,1411.0962
-24,439.4168,1782.7754
-25,447.4684,1913.0688
-26,455.6686,1987.291
-27,463.7006,2075.9092
-28,473.2304,2155.4144
-29,486.679,2239.3462
-30,503.785,2332.773
-40,531.023,2502.562
