Depth[m],Vs[m/sec],Vp[m/sec]
-0,142.83644,345.8802
-1,142.83644,345.8802
-2,183.54542,368.5768
-3,197.05866,389.369
-4,217.19554,409.8542
-5,235.6986,433.9996
-6,254.249,457.9776
-7,271.9826,480.9092
-8,287.2984,512.8216
-9,299.1452,543.7544
-10,310.3834,575.2648
-11,321.0616,616.9372
-12,329.9984,671.3688
-13,337.3766,746.5964
-14,344.8292,822.7796
-15,351.3282,932.379
-16,357.9944,1053.2532
-17,364.1374,1219.4838
-18,370.5666,1306.1148
-19,376.8518,1362.2154
-20,385.16,1421.0294
-21,391.0992,1490.3964
-22,399.6872,1545.7076
-23,408.7036,1605.9202
-24,417.955,1656.5612
-25,426.5138,1722.1212
-26,435.1506,1777.1966
-27,446.5006,1841.1058
-28,460.2796,1908.411
-29,476.091,1999.0982
-30,491.642,2098.7618
-40,524.7578,2314.254
