Depth[m],Vs[m/sec],Vp[m/sec]
-0,298.6618,521.7344
-1,298.6618,521.7344
-2,318.4824,553.0678
-3,349.4322,596.504
-4,364.4856,621.5788
-5,377.549,652.143
-6,390.3906,679.0438
-7,401.7684,715.0134
-8,414.4912,762.0188
-9,428.3522,814.4216
-10,448.6388,864.699
-11,471.8602,898.2694
-12,496.4134,935.2912
-13,522.725,963.3292
-14,551.1464,1001.1572
-15,575.3638,1041.7436
-16,597.4094,1085.2762
-17,620.8524,1141.9562
-18,638.5924,1194.5246
-19,655.1498,1245.8604
-20,673.1948,1290.0574
-21,688.4486,1348.3612
-22,707.8698,1395.0486
-23,723.4616,1441.12
-24,741.9604,1501.2144
-25,765.4064,1569.7378
-26,783.0298,1673.93
-27,802.8418,1770.1456
-28,823.1396,1867.818
-29,848.6436,1948.076
-30,875.203,2033.3914
-35,907.5822,2143.8382
-40,950.9628,2280.9582
-50,1085.8812,2603.054
