Depth[m],Vs[m/sec],Vp[m/sec]
-0,542.7494,941.1238
-1,542.7494,941.1238
-2,554.595,986.4884
-3,679.759,1156.4258
-4,699.6326,1192.436
-5,734.1812,1233.8034
-6,758.703,1284.38
-7,785.3962,1340.1802
-8,800.696,1383.4818
-9,812.3336,1419.5156
-10,821.6312,1438.481
-11,830.2744,1459.258
-12,837.9992,1476.8204
-13,843.5936,1499.3368
-14,849.8996,1521.7106
-15,855.5652,1545.2048
-16,859.5208,1565.1276
-17,864.0346,1601.0584
-18,867.6854,1637.1078
-19,873.105399999999,1697.7072
-20,877.2962,1750.2942
-21,881.7468,1802.4882
-22,887.4592,1895.6784
-23,893.2708,1989.4338
-24,899.5632,2073.1032
-25,906.8642,2139.0076
-26,911.8534,2204.651
-27,919.3568,2286.022
-28,928.1194,2374.99
-29,937.5524,2475.798
-30,946.3544,2597.254
-35,962.6606,2715.05
-45,985.4204,3696.616
