Depth[m],Vs[m/sec],Vp[m/sec]
-0,264.7656,491.5172
-1,264.7656,491.5172
-2,274.6692,505.4468
-3,298.7344,513.5636
-4,303.3974,523.7654
-5,306.4618,534.7012
-6,308.5832,545.5232
-7,310.5208,559.8982
-8,312.5048,575.8272
-9,314.1472,590.506
-10,315.6272,607.9754
-11,316.9938,630.816
-12,318.4116,659.3418
-13,320.0266,682.9526
-14,321.4364,706.6002
-15,322.989,740.2852
-16,324.537,782.8522
-17,326.087,825.2004
-18,328.3728,863.084
-19,330.5268,907.3742
-20,332.8426,964.168
-21,335.4692,1014.3344
-22,338.3424,1072.3572
-23,341.3146,1150.5704
-24,345.4714,1236.2618
-25,349.8334,1334.9558
-26,356.1716,1406.2484
-27,363.874,1472.5906
-28,369.421,1544.402
-29,376.8312,1696.4104
-30,387.9136,1849.1738
-35,405.4912,1993.7024
-45,441.7944,2189.2982
