Depth[m],Vs[m/sec],Vp[m/sec]
-0,231.2364,479.9566
-1,231.2364,479.9566
-2,239.4678,571.2834
-3,313.103,650.124
-4,383.827,671.0436
-5,411.2508,689.7708
-6,419.3994,701.0592
-7,424.6656,711.7034
-8,428.2512,721.9036
-9,430.7434,731.392
-10,433.7546,740.7514
-11,436.9702,755.3332
-12,439.3118,769.8532
-13,441.4938,788.14
-14,444.4758,807.133
-15,446.8784,823.6888
-16,449.4498,848.6582
-17,452.2984,872.0488
-18,455.05,895.6516
-19,458.3318,917.9834
-20,462.1198,946.5954
-21,465.7014,974.4406
-22,470.322,1001.9428
-23,474.0562,1031.9844
-24,478.8672,1076.1722
-25,483.4952,1121.498
-26,490.3742,1173.915
-27,497.3574,1235.7664
-28,505.1322,1314.2056
-29,519.9838,1413.8974
-30,537.117,1506.3274
-35,560.5226,1618.7292
-40,613.108,1824.963
-50,722.919,2821.228
