Depth[m],Vs[m/sec],Vp[m/sec]
-0,298.2216,520.9812
-1,298.2216,520.9812
-2,313.8666,538.6318
-3,336.2576,560.574
-4,346.2098,577.4962
-5,354.5226,593.7248
-6,363.8512,620.2106
-7,380.1658,648.371
-8,401.4312,682.4026
-9,419.771,701.7052
-10,428.7862,717.283
-11,436.5206,727.1624
-12,443.6524,740.761
-13,450.3574,752.2322
-14,455.7344,764.4892
-15,462.3146,780.555
-16,467.7078,795.079
-17,472.657,812.3534
-18,477.2286,829.7754
-19,480.9586,847.2992
-20,485.671,867.7058
-21,490.1702,885.0122
-22,495.0736,909.704
-23,498.8904,937.4086
-24,503.9258,968.312599999999
-25,509.33,999.226
-26,514.0126,1050.0048
-27,517.8618,1101.3964
-28,522.7954,1173.7612
-29,528.7938,1231.155
-30,533.5718,1310.7414
-35,539.2506,1386.4318
-40,546.9974,1512.2592
-45,555.3028,1889.5172
-50,571.3276,2015.904
-55,586.5462,2132.0078
-60,610.0154,2236.3372
-65,640.7834,2356.03
-75,687.0772,2497.838
