Depth[m],Vs[m/sec],Vp[m/sec]
-0,441.4786,801.8374
-1,441.4786,801.8374
-2,443.169,1229.8302
-3,445.4978,1262.2396
-4,586.8258,1582.1888
-5,987.91,1962.3914
-6,1022.9042,2028.8104
-7,1131.659,2119.94
-8,1157.9286,2180.646
-9,1205.3052,2280.542
-10,1258.967,2326.454
-11,1287.2158,2397.598
-12,1586.679,2582.806
-13,1632.5934,2967.04
-14,1764.8584,3019.364
-15,1804.152,3056.664
-16,1821.64,3113.792
-17,1838.1922,3285.854
-18,1882.7992,3338.624
-19,1910.5302,3373.004
-20,1955.9942,3398.308
-21,2000.2758,3437.404
-22,2013.622,3556.662
-23,2039.0394,3616.228
-24,2109.0476,3824.042
-25,2133.754,3955.296
-26,2201.766,4083.81
-27,2230.57,4140.15
-28,2248.72,4163.632
-29,2322.13,4195.834
-30,2416.632,4258.456
-35,2538.75,4322.674
-45,2640.292,6079.322
