Depth[m],Vs[m/sec],Vp[m/sec]
-0,187.22012,347.6308
-1,187.22012,347.6308
-2,189.18824,364.1172
-3,191.38846,380.4032
-4,193.83556,400.3394
-5,200.5407,416.3492
-6,235.1732,433.2302
-7,253.8748,452.3758
-8,267.2614,470.2274
-9,282.1088,484.3258
-10,293.6396,499.49
-11,301.229,511.6158
-12,307.7862,523.6418
-13,314.6262,535.4178
-14,320.4772,548.7072
-15,326.0704,560.8212
-16,332.6978,570.74
-17,338.1552,583.794
-18,343.844,600.3536
-19,347.4328,619.8436
-20,351.8176,638.147
-21,356.1594,659.3376
-22,360.713,675.6816
-23,364.661,696.5982
-24,368.9342,718.1234
-25,373.9412,743.3632
-26,378.8398,772.3016
-27,384.3064,800.3758
-28,390.6842,826.7496
-29,395.5728,849.2268
-30,402.3606,874.156
-35,409.8068,905.7002
-40,420.2802,929.6642
-45,433.3316,951.9372
-50,449.036,980.9316
-55,472.6192,1012.9704
-60,502.6526,1048.3732
-65,538.6884,1098.2798
-70,570.2264,1146.3102
-75,594.9566,1271.7402
-80,629.5832,1448.7638
-90,689.012,1721.451
