Depth[m],Vs[m/sec],Vp[m/sec]
-0,156.44954,415.7022
-1,156.44954,415.7022
-2,212.44946,488.0196
-3,237.6936,546.1956
-4,277.8552,598.277
-5,306.6388,619.5318
-6,354.2196,642.314
-7,372.484,663.1034
-8,387.8044,680.6836
-9,398.6824,700.1402
-10,406.7028,719.8096
-11,413.2746,744.375
-12,418.3874,768.6632
-13,422.5298,795.4242
-14,428.2134,823.5046
-15,432.751,855.478
-16,436.6664,891.0516
-17,440.7586,930.2822
-18,445.438,983.1938
-19,449.098,1035.5424
-20,453.2068,1088.5398
-21,456.7584,1132.5726
-22,460.9898,1172.8954
-23,466.5448,1214.7446
-24,473.4008,1267.7306
-25,478.6108,1321.9832
-26,485.1208,1377.2404
-27,492.8896,1460.8462
-28,500.6266,1552.2272
-29,508.3392,1644.0206
-30,518.9646,1755.9846
-35,528.8112,1900.7896
-40,545.7738,2077.1884
-50,580.937,2612.021
