Depth[m],Vs[m/sec],Vp[m/sec]
-0,117.83928,236.44576
-1,117.83928,236.44576
-2,162.53384,280.3018
-3,179.01826,309.2118
-4,207.63738,362.2544
-5,229.19492,415.0004
-6,255.8912,515.889
-7,291.953,599.7074
-8,321.984,664.2476
-9,345.934,746.5958
-10,366.8124,820.6146
-11,392.2908,876.5634
-12,410.1426,943.554
-13,430.8312,991.6566
-14,451.4858,1052.149
-15,473.0062,1106.6408
-16,497.4384,1171.6058
-17,521.3152,1239.3832
-18,547.3044,1307.246
-19,571.575,1368.2518
-20,598.6488,1436.49
-21,626.3986,1493.177
-22,655.6584,1557.2706
-23,688.5626,1633.2396
-24,724.8266,1704.1698
-25,757.0864,1773.4822
-26,800.6692,1850.2666
-27,854.5048,1934.7288
-28,903.4316,2021.0766
-29,959.3274,2106.1838
-30,1032.8862,2219.1644
-35,1118.8746,2374.67
-45,1351.2776,2595.872
