Depth[m],Vs[m/sec],Vp[m/sec]
-0,273.3828,1147.4726
-1,273.3828,1147.4726
-2,286.963,1181.2674
-3,623.886,1236.545
-4,721.2946,1417.5732
-5,744.1434,1649.5136
-6,820.5382,2000.5902
-7,840.1826,2230.77
-8,863.8952,2447.236
-9,929.275000000001,2525.188
-10,975.2676,2596.89
-11,1262.8756,2691
-12,1365.819,2909.426
-13,1519.9608,3254.288
-14,1579.3244,3298.252
-15,1596.8128,3395.848
-16,1626.2516,3444.146
-17,1665.844,3474.442
-18,1770.3686,3496.748
-19,1789.4644,3522.232
-20,1807.7734,3599.388
-21,1828.713,3649.21
-22,1871.8476,3717.784
-23,1967.8596,3761.132
-24,2012.0258,3818.698
-25,2107.4646,3851.438
-26,2154.146,3886.288
-27,2195.562,3926.32
-28,2272.216,3991.846
-29,2305.8,4184.834
-30,2334.09,4950.928
-35,2396.058,5004.202
-40,2483.45,6567.1
-50,2636.462,6845.79
