Depth[m],Vs[m/sec],Vp[m/sec]
-0,411.3098,801.0354
-1,411.3098,801.0354
-2,428.8888,833.3476
-3,462.0242,864.8666
-4,504.6112,900.962
-5,543.6756,945.936799999999
-6,586.5918,990.2312
-7,606.2212,1015.2606
-8,618.0184,1038.2934
-9,627.7994,1061.2402
-10,635.4366,1085.6322
-11,642.2188,1108.026
-12,649.6414,1134.4612
-13,655.116,1159.4644
-14,661.259,1184.7156
-15,669.0252,1219.3644
-16,676.9104,1247.2382
-17,684.7068,1287.3832
-18,697.5962,1317.405
-19,707.2878,1356.9712
-20,724.0872,1402.4786
-21,743.9978,1455.6694
-22,770.0796,1526.8554
-23,794.5528,1652.2898
-24,813.6232,1751.3396
-25,837.1756,1849.6818
-26,865.4928,1918.9682
-27,895.074,1992.855
-28,927.1162,2087.7666
-29,966.7008,2195.6988
-30,1006.9148,2327.0488
-40,1075.152,3800.606
