Depth[m],Vs[m/sec],Vp[m/sec]
-0,225.9536,425.2572
-1,225.9536,425.2572
-2,254.173,451.8994
-3,267.4816,523.7024
-4,278.4876,597.156
-5,290.6654,660.9498
-6,311.1642,724.484
-7,344.9618,766.5998
-8,383.6642,802.1206
-9,414.0618,845.055
-10,435.5784,890.512400000001
-11,451.0422,922.4088
-12,462.0452,956.05
-13,471.315,1002.5704
-14,479.0894,1051.4068
-15,487.34,1104.7652
-16,495.435,1158.1804
-17,504.5104,1214.854
-18,511.0976,1273.6094
-19,519.966,1339.3296
-20,530.0306,1402.1008
-21,540.1614,1473.603
-22,548.8,1541.28
-23,559.1596,1601.948
-24,570.8536,1669.4694
-25,584.9926,1732.7808
-26,599.089,1794.6852
-27,613.017,1853.4994
-28,631.5094,1924.8544
-29,651.2926,2051.1652
-30,676.941,2201.1812
-40,706.5296,2386.6548
