Depth[m],Vs[m/sec],Vp[m/sec]
-0,169.7203,334.5364
-1,169.7203,334.5364
-2,275.2216,455.9432
-3,341.061,564.1802
-4,546.8568,1249.092
-5,561.701,1361.1544
-6,578.6594,1465.0748
-7,598.906,1534.8344
-8,627.2658,1659.494
-9,666.6934,1738.8104
-10,714.433,1790.152
-11,761.3346,1831.4864
-12,881.0966,1870.6846
-13,981.120799999999,1918.912
-14,1029.9706,1985.6438
-15,1063.567,2102.1468
-16,1090.0558,2189.8468
-17,1112.5966,2273.142
-18,1140.541,2348.896
-19,1176.58,2464.694
-20,1224.1722,2552.248
-21,1270.9392,2627.77
-22,1304.7598,2691.976
-23,1343.0286,2742.652
-24,1372.9198,2789.684
-25,1408.8622,2842.94
-26,1437.361,2911.798
-27,1480.472,3016.578
-28,1540.3226,3138.802
-29,1615.5422,3267.504
-30,1713.871,3375.58
-40,1994.3774,3896.612
