Depth[m],Vs[m/sec],Vp[m/sec]
-0,192.3161,475.2826
-1,192.3161,475.2826
-2,268.1734,492.675
-3,279.587,506.133
-4,288.8416,519.8382
-5,302.8152,531.8972
-6,320.183,547.346
-7,332.6674,567.8272
-8,341.723,583.4074
-9,354.3094,603.8344
-10,363.7104,622.9798
-11,372.4272,640.6864
-12,380.2946,657.8394
-13,386.9602,675.7942
-14,393.209,695.1576
-15,398.9854,724.5648
-16,403.1942,763.4734
-17,408.6784,828.0598
-18,413.786,854.2658
-19,419.4716,878.055
-20,424.804,904.1256
-21,429.5224,929.0666
-22,435.9312,955.087
-23,441.5992,978.1956
-24,447.507,1005.2494
-25,452.312,1038.1462
-26,459.2014,1097.3948
-27,465.5108,1252.6794
-28,470.8996,1319.5808
-29,477.3874,1371.5132
-30,483.3368,1416.585
-35,490.9142,1486.4878
-40,498.3306,1622.2856
-45,507.5252,1737.1246
-50,518.3178,1844.8704
-55,531.8918,1927.2834
-60,546.8808,1994.4514
-65,561.6552,2144.0192
-70,581.7318,2250.082
-80,617.9682,2397.12
