Depth[m],Vs[m/sec],Vp[m/sec]
-0,219.3408,533.6096
-1,219.3408,533.6096
-2,291.3896,589.2114
-3,354.3246,704.1814
-4,378.0116,787.3932
-5,409.7696,844.0798
-6,449.8806,889.224
-7,485.8928,925.1312
-8,510.6486,965.9732
-9,529.7276,1026.154
-10,549.9886,1098.7532
-11,569.8224,1149.561
-12,587.1078,1191.9034
-13,609.5834,1235.0408
-14,630.4108,1283.581
-15,655.383,1336.698
-16,678.2498,1382.0744
-17,703.64,1443.7854
-18,725.9128,1503.0134
-19,748.7468,1553.953
-20,774.9048,1623.2494
-21,800.4924,1679.0408
-22,824.3658,1739.6252
-23,855.2484,1806.9776
-24,882.0516,1877.0402
-25,909.2892,1948.6868
-26,930.7946,2020.2914
-27,957.5476,2099.2198
-28,986.1732,2170.5372
-29,1022.3736,2269.4744
-30,1064.2744,2388.77
-40,1134.9592,2811.444
