Depth[m],Vs[m/sec],Vp[m/sec]
-0,265.3124,607.665
-1,265.3124,607.665
-2,275.4454,634.2296
-3,418.9662,711.554
-4,441.9958,725.6228
-5,447.9668,734.0528
-6,450.6474,740.2046
-7,452.996,744.495
-8,455.2634,750.8118
-9,457.1296,757.2698
-10,459.231,765.6174
-11,460.9986,774.5072
-12,463.2852,785.943400000001
-13,465.549,796.5674
-14,467.2392,811.2788
-15,468.9656,829.048
-16,471.0974,848.4662
-17,473.6848,867.9758
-18,476.28,892.8742
-19,478.7572,922.5434
-20,481.949,956.9262
-21,486.1632,1008.4044
-22,490.1608,1072.556
-23,494.9836,1183.605
-24,502.2432,1644.2324
-25,509.8288,1768.9846
-26,520.1382,1966.576
-27,531.9542,2067.334
-28,544.8102,2173.0158
-29,559.1434,2259.6782
-30,579.893,2388.6104
-40,615.236,3368.978
